train_set,stim_id,sums_feat,category,correct_key,gen_file,train_item,train_runs.thisRepN,train_runs.thisTrialN,train_runs.thisN,train_runs.thisIndex,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,test_runs.thisRepN,test_runs.thisTrialN,test_runs.thisN,test_runs.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,welcome_key.keys,welcome_key.rt,welcome_key.started,welcome_key.stopped,train_inst1_key.keys,train_inst1_key.rt,train_inst2_key.keys,train_inst2_key.rt,train_begin_key.keys,train_begin_key.rt,train_key.keys,train_key.corr,train_key.rt,break_key.keys,break_key.rt,key_resp.keys,key_resp.rt,test_inst1_key.keys,test_inst1_key.rt,test_inst2_key.keys,test_inst2_key.rt,test_begin_key.keys,test_begin_key.rt,test_key.keys,test_key.corr,test_key.rt,test_end_key.keys,demo_inst1_key.keys,form.questionWidth,form.type,form.respWidth,form.itemText,form.index,form.font,form.markerColor,form.response,form.rt,form_key.keys,demo_inst2_key.keys,gender_string,age_string,demo4_key.keys,typedWord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,space,27.42132204095833,72.08633879199624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f,12.7638310000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.052033250045497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3933327079867013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,1 1 0 0 0 0 0 0 1 1,4,categoryB,j,,,0,0,0,2,0,0,0,13,,,,,,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,1 1 1 0 1 1 0 1 1 1,8,categoryA,f,,,0,0,0,2,0,1,1,4,,,,,,,,,,,,,,,,,,,j,0,0.6996567500173114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,0 0 0 1 0 0 1 0 0 0,2,categoryB,j,,,0,0,0,2,0,2,2,11,,,,,,,,,,,,,,,,,,,f,0,0.55476216704119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,0 0 1 1 1 1 1 1 0 0,6,categoryA,f,,,0,0,0,2,0,3,3,6,,,,,,,,,,,,,,,,,,,j,0,0.5845558329601772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,0 1 1 1 1 1 1 1 1 0,8,categoryA,f,,,0,0,0,2,0,4,4,0,,,,,,,,,,,,,,,,,,,j,0,0.9288264170172624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
_train_cond.csv,1 0 1 1 1 1 1 1 0 1,8,categoryA,f,,,0,0,0,2,0,5,5,1,,,,,,,,,,,,,,,,,,,j,0,0.4788342909887433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2021_Sep_28_1444,joplin1,2021.2.3,59.99088138643422,
