train_set,stim_id,sums_feat,category,correct_key,gen_file,train_item,train_runs.thisRepN,train_runs.thisTrialN,train_runs.thisN,train_runs.thisIndex,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,test_runs.thisRepN,test_runs.thisTrialN,test_runs.thisN,test_runs.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,welcome_key.keys,welcome_key.rt,welcome_key.started,welcome_key.stopped,train_inst1_key.keys,train_inst1_key.rt,train_inst2_key.keys,train_inst2_key.rt,train_begin_key.keys,train_begin_key.rt,train_key.keys,train_key.corr,train_key.rt,break_key.keys,break_key.rt,key_resp.keys,key_resp.rt,test_inst1_key.keys,test_inst1_key.rt,test_inst2_key.keys,test_inst2_key.rt,test_begin_key.keys,test_begin_key.rt,test_key.keys,test_key.corr,test_key.rt,test_end_key.keys,demo_inst1_key.keys,form.questionWidth,form.type,form.respWidth,form.itemText,form.index,form.font,form.markerColor,form.response,form.rt,form_key.keys,demo_inst2_key.keys,gender_string,age_string,demo4_key.keys,typedWord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,space,18.806556958006695,1038.2070795000182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f,16.98878216702724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.788731208012905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.262118541984819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 0 0 0 0 0 1 1,4,categoryB,j,,,0,0,0,2,0,0,0,13,,,,,,,,,,,,,,,,,,,j,1,2.264294875029009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 1 1 1 1 1 1 0 0,6,categoryA,f,,,0,0,0,2,0,1,1,6,,,,,,,,,,,,,,,,,,,j,0,0.840906833007466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 1 0 0 1 0 1 1,6,categoryA,f,,,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,f,1,1.1059079999686219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 0 1 1 1 1 1 1 0 1,8,categoryA,f,,,0,0,0,2,0,3,3,1,,,,,,,,,,,,,,,,,,,j,0,0.8974771249922924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 1 0 0 0 0 0 0 1 0,2,categoryB,j,,,0,0,0,2,0,4,4,8,,,,,,,,,,,,,,,,,,,f,0,0.041087042016442865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 1 0 0 0 0 1 0 0,2,categoryB,j,,,0,0,0,2,0,5,5,12,,,,,,,,,,,,,,,,,,,f,0,0.2973382080090232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 1 1 1 1 1 1 1 1 0,8,categoryA,f,,,0,0,0,2,0,6,6,0,,,,,,,,,,,,,,,,,,,f,1,0.35437958396505564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 0 0 0 0 0 0 0 0 1,2,categoryB,j,,,0,0,0,2,0,7,7,7,,,,,,,,,,,,,,,,,,,j,1,1.1591000420157798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 1 1 1 1 0 1 1,8,categoryA,f,,,0,0,0,2,0,8,8,5,,,,,,,,,,,,,,,,,,,f,1,0.8365495839971118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 1 0 0 0 0 1 1 1,6,categoryA,f,,,0,0,0,2,0,9,9,3,,,,,,,,,,,,,,,,,,,f,1,0.06302008300554007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 1 0 1 1 0 1 1 1,8,categoryA,f,,,0,0,0,2,0,10,10,4,,,,,,,,,,,,,,,,,,,j,0,0.6249296669848263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 0 1 0 0 1 0 0 0,2,categoryB,j,,,0,0,0,2,0,11,11,11,,,,,,,,,,,,,,,,,,,f,0,0.6360617500031367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 0 1 1 1 1 0 0 0,4,categoryB,j,,,0,0,0,2,0,12,12,10,,,,,,,,,,,,,,,,,,,f,0,0.6621142500080168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 1 0 1 1 0 1 0 0,4,categoryB,j,,,0,0,0,2,0,13,13,9,,,,,,,,,,,,,,,,,,,j,1,0.64532816701103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 0 0 0 0 0 1 1,4,categoryB,j,,,0,0,0,2,1,0,14,13,,,,,,,,,,,,,,,,,,,j,1,0.08841683302307501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 1 0 0 0 0 1 0 0,2,categoryB,j,,,0,0,0,2,1,1,15,12,,,,,,,,,,,,,,,,,,,j,1,0.4905660000513308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 1 0 0 1 0 1 1,6,categoryA,f,,,0,0,0,2,1,2,16,2,,,,,,,,,,,,,,,,,,,f,1,0.5806079170433804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 1 0 1 1 0 1 1 1,8,categoryA,f,,,0,0,0,2,1,3,17,4,,,,,,,,,,,,,,,,,,,f,1,0.41851170803420246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 1 0 1 1 1 1 0 1 1,8,categoryA,f,,,0,0,0,2,1,4,18,5,,,,,,,,,,,,,,,,,,,f,1,1.679746417037677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,0 0 1 1 1 1 1 1 0 0,6,categoryA,f,,,0,0,0,2,1,5,19,6,,,,,,,,,,,,,,,,,,,j,0,0.1616833339794539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
_train_cond.csv,1 0 1 1 1 1 1 1 0 1,8,categoryA,f,,,0,0,0,2,1,6,20,1,,,,,,,,,,,,,,,,,,,f,1,1.191632625006605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,001,2021_Sep_27_1459,joplin1,2021.2.3,59.90666554127757,
