trials_train.thisRepN,trials_train.thisTrialN,trials_train.thisN,trials_train.thisIndex,welcome_text.started,welcome_text.stopped,welcome_key.keys,welcome_key.rt,welcome_key.started,welcome_key.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.609419468000851,None,space,0.7442310799997358,5.599007264998363,None,,001,2021_Jul_29_1347,joplin1_online,2021.1.4,60.037790186273305,
